S	SGEHEAPRUNMARKER	20	game
S	errentry	8	misc
F	0	4	oscode
F	4	4	errnocode
S	g3dhwlight	116	misc
F	0	4	mNext
F	4	112	mLightDesc
S	g3dcommandtoken_s	12	misc
F	0	4	pNext
F	4	4	mSize
F	8	4	pCommand
S	node_s	68	misc
F	0	32	name
F	32	4	index
F	36	4	parent
F	40	4	children
F	44	4	nChildren
F	48	4	startVertInf
F	52	4	nVertInfs
F	56	12	translate
S	tri_s	24	misc
F	0	12	vi
F	12	12	tc
S	triset_s	76	misc
F	0	4	startTri
F	4	4	nTris
F	8	4	startTexCoord
F	12	4	nTexCoords
F	16	4	texture
F	20	4	r
F	24	4	g
F	28	4	b
F	32	4	flags
F	36	4	nStripStart
F	40	4	nStripLength
F	44	32	name
S	vertinf_s	20	misc
F	0	4	vertIndex
F	4	12	localPos
F	16	4	weight
S	noderotkey_s	56	misc
F	0	36	val
F	36	4	time
F	40	12	axis
F	52	4	angle
S	nodeposkey_s	16	misc
F	0	4	time
F	4	12	val
S	nodesclkey_s	16	misc
F	0	4	time
F	4	12	val
S	edge_s	28	misc
F	0	4	v1
F	4	4	v2
F	8	16	intersection
F	24	4	t
S	vertpair_s	8	misc
F	0	4	srcVert
F	4	4	dstVert
S	lod_s	8	misc
F	0	4	startTriSet
F	4	4	nTriSets
S	switchnodekey_s	16	misc
F	0	4	time
F	4	4	switchVal
F	8	4	switchData
F	12	4	flags
S	color_s	12	misc
F	0	4	r
F	4	4	g
F	8	4	b
S	mat43_s	48	misc
F	0	48	row
F	0	48	r
S	mat22_s	16	misc
F	0	16	row
F	0	16	r
S	mat33_s	36	misc
F	0	36	row
F	0	36	r
S	value_type	12	misc
F	0	4	_Next
F	4	4	_Prev
F	8	4	_Myval
S	E_ATTRIBUTES	20	misc
F	0	4	invspeed
F	4	4	fight
F	8	4	armor
F	12	4	damagetype
F	16	4	armortype
S	__unnamed_3248	4	misc
F	0	4	obj
F	0	4	poly
F	0	4	blit
F	0	4	psys
S	mbnode	128	misc
F	0	64	mat
F	64	16	scale
F	80	2	id
F	82	1	type
F	83	1	alpha
F	84	4	zsort_add
F	88	4	texaltidx
F	92	2	texchangeidx
F	94	1	tex_shift_idx
F	95	1	extra_byte
F	96	4	flags
F	100	4	color
F	104	2	zmod
F	106	2	ambient_add
F	108	4	index
F	112	4	data
F	116	4	parent
F	120	4	child
F	124	4	next
S	skinfx	24	misc
F	0	4	nframes
F	4	4	frame
F	8	4	rate
F	12	4	texidx
F	16	4	repeat
F	20	4	ambientadd
S	__unnamed_3251	20	misc
F	0	20	container
F	0	20	trigger
F	0	20	enemy
F	0	20	gen
F	0	8	exit
F	0	12	trans
F	0	16	rot
F	0	20	sound
F	0	20	obsticle
F	0	8	trap
F	0	20	powerup
S	item	240	misc
F	0	4	info
F	4	104	objgrp
F	108	72	atree
F	180	12	coll_offset
F	192	2	ctriidx
F	194	2	nctris
F	196	2	active
F	198	2	activetime
F	200	1	action
F	201	1	paction
F	202	1	daction
F	203	1	opener
F	204	1	minplayers
F	205	1	minoff
F	206	1	playermask
F	207	1	armor
F	208	2	health
F	210	2	gridnext
F	212	4	visrad
F	216	4	fxhittime
F	220	20	data
S	worldobj	60	misc
F	0	16	desc
F	16	4	flags
F	20	2	triggertype
F	22	1	triggerstate
F	23	1	ptriggerstate
F	24	4	parent
F	28	12	pos
F	40	4	nodeptr
F	44	2	nextidx
F	46	2	childidx
F	48	4	rad
F	52	1	checked
F	53	1	nocol
F	54	2	nctris
F	56	4	ctriidx
S	__unnamed_3254	4	misc
F	0	4	anim
F	0	4	oanim
F	0	4	texmod
F	0	4	psys
S	anode	40	misc
F	0	4	node
F	4	4	parent
F	8	4	child
F	12	4	next
F	16	12	initpos
F	28	4	data
F	32	4	type
F	36	4	offset
S	anodeinfo	60	misc
F	0	32	mbdesc
F	32	12	initpos
F	44	2	type
F	46	2	flags
F	48	4	mbflags
F	52	4	offset
F	56	4	parentidx
S	player	24896	misc
F	0	4	index
F	4	4	plyr_color
F	8	4	type
F	12	4	alttype
F	16	4	seltype
F	20	104	objgrp
F	124	72	atree
F	196	12	pyr
F	208	12	rootpos
F	220	12	savepos
F	232	4	state
F	236	4	pstate
F	240	4	hidden
F	244	60	atts
F	304	512	powerups
F	816	32	powerup_states
F	848	4	npowerups
F	852	20	timer
F	872	4	pmotion
F	876	4	action
F	880	4	daction
F	884	1192	actionlist
F	2076	4	partner
F	2080	4	dpartner
F	2084	8	prefix
F	2092	4	shadow
F	2096	4	lhand
F	2100	4	rhand
F	2104	4	head
F	2108	4	glow
F	2112	4	dummy
F	2116	4	weapnode
F	2120	72	weapfxtree
F	2192	4	shield
F	2196	4	weapspecial
F	2200	4	helmet
F	2204	4	specialfx
F	2208	4	cloak
F	2212	4	ittag
F	2216	4	dmgdbgnode
F	2220	72	familiar
F	2292	72	special_anim
F	2364	4	wtreeidx
F	2368	24	skinfx
F	2392	4	model
F	2396	4	weap_texmod
F	2400	4	ambientadd
F	2404	4	weap_trail_max
F	2408	4	weap_trail_flag
F	2412	32	weap_trail_node
F	2444	4	power
F	2448	4	powcur
F	2452	4	next_level
F	2456	4	quest_item
F	2460	12	attn_offset
F	2472	12	coll_offset
F	2484	4	rad
F	2488	4	hht
F	2492	12	pushed
F	2504	12	push_next
F	2516	12	knockback
F	2528	12	prevpos
F	2540	12	ddpos
F	2552	4	faceang
F	2556	4	stuntime
F	2560	4	movetime
F	2564	4	scrnHX
F	2568	4	scrnHY
F	2572	4	colitem
F	2576	4	colexit
F	2580	4	grabbed
F	2584	4	floory
F	2588	4	exit_y
F	2592	4	floorslope
F	2596	4	floor_surf
F	2600	4	floor_wobj
F	2604	4	wall_wobj
F	2608	4	watery
F	2612	4	damage
F	2616	4	damagetype
F	2620	4	pdamagetype
F	2624	12	damagedir
F	2636	4	fxhittime
F	2640	4	wobjhittime
F	2644	4	attack_type
F	2648	4	attack_btn_held
F	2652	4	attack_btn_hit
F	2656	4	attack_start_time
F	2660	4	attack_flag
F	2664	4	attack_dang
F	2668	4	attack_count
F	2672	4	attack_target
F	2676	4	powsub
F	2680	4	bossdamage
F	2684	4	kill_enemies_only
F	2688	4	come_to_see
F	2692	4	just_killed
F	2696	4	total_damage
F	2700	4	show_crystal_idx
F	2704	4	show_crystal_time
F	2708	4	numcoins
F	2712	4	close_kill_count
F	2716	4	close_kill_time
F	2720	4	trans_away
F	2724	4	trans_count
F	2728	12	trans_pos
F	2740	2	touching_exit
F	2742	2	need_food
F	2744	2	is_it
F	2746	2	start_magic
F	2748	2	magic_hold_frames
F	2750	2	didskinfx
F	2752	2	specialaction
F	2754	2	halo_flag
F	2756	2	hourglass_flag
F	2758	2	step_flag
F	2760	2	anim_flag
F	2762	2	disp_flag
F	2764	4	hand_of_death
F	2768	72	mikey_obj_atree
F	2840	104	mikey_objgrp
F	2944	2	mikey_dropped_flag
F	2946	2	hand_of_death_flag
F	2948	2	health_vamp_flag
F	2950	2	__align0
F	2952	4	num_approaching
F	2956	4	dist_offset
F	2960	4	heartbeat
F	2964	4	heartbeat_max
F	2968	20	milestone
F	2988	4	speed_mul
F	2992	4	turn_mul
F	2996	4	joy_mul
F	3000	4	kb_mul
F	3004	4	prev_frame
F	3008	4	limscr_res
F	3012	4	disp_mode
F	3016	4	shop_x
F	3020	4	shop_y
F	3024	4	shop_sub
F	3028	4	shop_dfight
F	3032	4	shop_darmor
F	3036	4	shop_dmagic
F	3040	4	shop_dspeed
F	3044	10868	save
F	13912	4	health
F	13916	4	keys
F	13920	4	numpotions
F	13924	4	exp
F	13928	4	gold
F	13932	2	shards
F	13934	2	runes
F	13936	10868	save_backup
F	24804	36	potion_type
F	24840	4	lv
F	24844	4	has_played
F	24848	4	getname_state
F	24852	4	getname_index
F	24856	4	getname_char
F	24860	4	mstate
F	24864	4	pmstate
F	24868	4	power_bar_mode
F	24872	4	power_bar_timer
F	24876	4	confirm
F	24880	4	port
F	24884	4	slot
F	24888	4	cur_file
F	24892	4	save_file
S	P_ATTRIBUTES	60	misc
F	0	4	base_fight
F	4	4	base_armor
F	8	4	base_magic
F	12	4	base_speed
F	16	4	fight
F	20	4	armor
F	24	4	magic
F	28	4	speed
F	32	4	missiledmg
F	36	4	missilespd
F	40	4	damagetype
F	44	4	armortype
F	48	4	special
F	52	4	powerused
F	56	4	oldpowerused
S	P_POWERUP	16	misc
F	0	4	timeleft
F	4	4	type
F	8	4	attributeadd
F	12	4	specialflags
S	PLAYERTIMERS	20	misc
F	0	2	pain
F	2	2	exit
F	4	2	stats
F	6	2	heartbeat
F	8	2	name
F	10	2	move
F	12	2	reflect
F	14	2	block
F	16	2	idle1
F	18	2	idle2
S	atreeseq	48	misc
F	0	32	name
F	32	2	numframes
F	34	2	framerate
F	36	2	repeat
F	38	2	fixpos
F	40	2	ntexmods
F	42	2	flags
F	44	4	texmods
S	crit_sfx	80	misc
F	0	4	flags
F	4	4	nextfxidx
F	8	4	sfxidx
F	12	4	sndidx
F	16	16	fxdesc
F	32	16	snddesc
F	48	12	offset
F	60	4	maxlen
F	64	4	rate
F	68	2	zmod
F	70	2	alphamod
F	72	4	color
F	76	4	scale
S	world_data	56	misc
F	0	4	type
F	4	16	wavename
F	20	2	bosskey
F	22	2	curlevel
F	24	2	numlevels
F	26	2	numsounds
F	28	4	levels
F	32	4	enemies
F	36	4	cameras
F	40	4	audio
F	44	4	sounds
F	48	4	maps
F	52	4	bosscams
S	level_data	268	misc
F	0	4	flags
F	4	2	enabled
F	6	2	setup
F	8	4	name
F	12	2	wavetime
F	14	2	dummy
F	16	4	prep
F	20	16	title
F	36	16	audbank
F	52	16	movie
F	68	4	bosstype
F	72	4	earlyenemies
F	76	12	enemytype
F	88	2	camidx
F	90	2	audidx
F	92	2	mapidx
F	94	2	__align0
F	96	4	camera
F	100	4	audio
F	104	4	mapdata
F	108	4	bosscam
F	112	28	fog
F	140	2	bosscamidx
F	142	2	maxenemies
F	144	2	rune
F	146	2	legend
F	148	4	musicvol
F	152	4	soundvol
F	156	4	plevel
F	160	4	xpmul
F	164	4	damagemul
F	168	4	difficulty
F	172	4	ene_health
F	176	4	ene_speed
F	180	4	ene_visrad
F	184	4	ene_attack
F	188	4	ene_damage
F	192	4	ene_mrate
F	196	4	ene_mspeed
F	200	4	ene_macc
F	204	4	gen_health
F	208	4	gen_rate
F	212	4	gen_max
F	216	4	trap_rate
F	220	4	trap_damage
F	224	4	shop_maxgold
F	228	4	shop_maxkills
F	232	4	shop_maxexp
F	236	4	ambient
F	240	12	lightdir
F	252	12	lightcolor_fp
F	264	4	lightinten
S	camera_data	108	misc
F	0	2	dir
F	2	2	pitch_dir
F	4	4	dp
F	8	4	minpitch
F	12	12	min
F	24	12	max
F	36	1	limits
F	37	1	start_event
F	38	2	attcam
F	40	4	att_data
F	44	4	minrad
F	48	4	maxrad
F	52	2	enemax
F	54	2	special_radius
F	56	4	maxpitch
F	60	4	pitchsub
F	64	4	pitchmul
F	68	4	pitchadd
F	72	4	distmuladd
F	76	4	distmulfac
F	80	4	distmulmin
F	84	4	distmulmax
F	88	4	smooth
F	92	4	minyaw
F	96	4	maxyaw
F	100	4	bossminrad
F	104	4	bossmaxrad
S	map_data	72	misc
F	0	8	offset
F	8	64	dash
S	bosscam_data	84	misc
F	0	4	flags
F	4	4	maxyaw
F	8	4	cosmaxyaw
F	12	4	mindist
F	16	4	minpdist
F	20	4	maxdist
F	24	4	maxpdist
F	28	4	minpitch
F	32	4	maxpitch
F	36	12	minattn
F	48	12	maxattn
F	60	12	keyattn
F	72	12	wizattn
S	PLAYERCONTROL	60	misc
F	0	4	inactive
F	4	4	levels
F	8	4	edges
F	12	4	repedges
F	16	4	specialdelay
F	20	4	special
F	24	4	lastspecial
F	28	4	joyang
F	32	4	joymag
F	36	4	fireang
F	40	4	firemag
F	44	4	scheme
F	48	4	rumble
F	52	4	autoaim
F	56	4	autoattack
S	iteminfodata	76	misc
F	0	4	subtype
F	4	2	coltype
F	6	2	colflags
F	8	4	radius
F	12	4	height
F	16	4	xdim
F	20	4	zdim
F	24	12	coloffset
F	36	16	desc
F	52	4	mbflags
F	56	4	properties
F	60	2	value
F	62	2	armor
F	64	2	hitpoints
F	66	2	activetype
F	68	2	activeoff
F	70	2	activeon
F	72	4	atreeheader
S	randominfo	36	misc
F	0	4	numentries
F	4	32	infoidx
S	__unnamed_3279	4	misc
F	0	4	keymask
F	0	4	value
S	atreelist	24	misc
F	0	2	natrees
F	2	2	version
F	4	4	atreeinfo
F	8	4	ntexmods
F	12	4	texmods
F	16	4	npsys
F	20	4	psys
S	atreeinfo	36	misc
F	0	32	name
F	32	4	offset
S	texmod	88	misc
F	0	2	atree
F	2	2	seqidx
F	4	32	name
F	36	32	sourcename
F	68	4	texidx
F	72	4	sourceidx
F	76	2	nframes
F	78	2	startframe
F	80	4	rate
F	84	4	frame
S	WORLDPSYS	312	misc
F	0	4	version
F	4	2	preset
F	6	1	id
F	7	1	dummy
F	8	4	flags
F	12	4	flag_enables
F	16	4	enables
F	20	4	maxp
F	24	4	maxdir
F	28	4	maxpos
F	32	8	e_lifefade
F	40	8	p_lifefade
F	48	4	reserved1
F	52	4	reserved2
F	56	4	e_angle
F	60	4	p_texcnt
F	64	32	p_texname
F	96	12	e_dir
F	108	12	e_vol
F	120	16	e_rate
F	136	4	e_rate_rand
F	140	4	p_gravity
F	144	4	p_drag
F	148	4	p_speed
F	152	16	p_rgba
F	168	16	p_width
F	184	4	e_delay
F	188	4	p_reserved1b
F	192	4	p_reserved1c
F	196	4	p_reserved1d
F	200	16	p_reserved2
F	216	16	p_reserved3
F	232	16	p_reserved4
F	248	16	p_reserved5
F	264	16	p_reserved6
F	280	16	p_reserved7
F	296	4	p_reserved8a
F	300	4	p_reserved8b
F	304	4	p_reserved8c
F	308	4	checksum
S	crit_vis	32	misc
F	0	4	min
F	4	4	max
F	8	4	ang
F	12	4	arc
F	16	4	dif_min
F	20	4	dif_max
F	24	4	maxrad
F	28	4	maxdy
S	QWORD	16	misc
F	0	16	u32
F	0	4	ul128
F	0	4	u128
F	0	16	d
F	0	16	ul64
F	0	16	u64
F	0	16	w
F	0	16	ui32
F	0	16	f32
F	0	16	u16
F	0	16	ui16
F	0	16	u8
F	0	16	ui8
S	ROMTEX	64	misc
F	0	1	Format
F	1	1	LodK
F	2	1	MipMaps
F	3	1	Width64
F	4	2	WidthLog2
F	6	2	HeightLog2
F	8	2	Flags
F	10	2	TexPalIndex
F	12	4	TexBase
F	16	2	TexPalCnt
F	18	2	TexShiftIdx
F	20	2	NumFrames
F	22	2	Width
F	24	2	Height
F	26	2	Size
F	28	4	TexDef
F	32	8	TEX0
F	40	8	MIPTBP1
F	48	8	MIPTBP2
F	56	4	vram_addr
F	60	4	clut_addr
S	TIMERFYB	16	misc
F	0	4	frame
F	4	4	count
F	8	4	current
F	12	4	last_frame
S	rotdata	16	misc
F	0	4	target
F	4	4	speed
F	8	4	delta
F	12	4	curang
S	MILESTONE	104	misc
F	0	104	objgrp
S	ROMOBJECT	64	misc
F	0	4	InvRad
F	4	4	BndRad
F	8	4	Flags
F	12	4	SubObjCnt
F	16	2	SubObj0_QWC
F	18	2	SubObj0_TexIdx
F	20	2	SubObj0_LMIdx
F	22	2	SubObj0_LodK
F	24	4	SubObjPtr
F	28	4	DataPtr
F	32	4	VertCount
F	36	4	TriCount
F	40	4	IDnum
F	44	4	ObjDef
F	48	16	Unused
S	SUBOBJECT	8	misc
F	0	2	QWC
F	2	2	TexIdx
F	4	2	LMIdx
F	6	2	LodK
S	triggerdata	20	misc
F	0	4	target
F	4	2	flags
F	6	1	id
F	7	1	nextid
F	8	4	next
F	12	4	rad
F	16	2	idletime
F	18	2	camid
S	fog_data	28	misc
F	0	1	type
F	1	3	color
F	4	4	intensity
F	8	4	density
F	12	4	min
F	16	4	max
F	20	4	nearw
F	24	4	farw
S	effect	240	misc
F	0	16	lightcolor
F	16	4	lightrad
F	20	4	node
F	24	72	atree
F	96	4	type
F	100	4	flags
F	104	4	endtime
F	108	4	maxtime
F	112	4	minendtime
F	116	4	morphtime
F	120	4	webtime
F	124	4	damagedelay
F	128	12	vel
F	140	12	pyrvel
F	152	4	colrad
F	156	4	mindp
F	160	4	weight
F	164	4	dragx
F	168	4	dragz
F	172	4	damage
F	176	4	hitscale
F	180	4	damagetype
F	184	4	damageradius
F	188	2	owner
F	190	2	fxhit
F	192	2	fxmorph
F	194	2	fxmorph2
F	196	2	hitcount
F	198	2	debugcount
F	200	4	fxfade
F	204	4	hit_audio
F	208	4	wall_sound
F	212	4	streak
F	216	4	streakfwdmul
F	220	4	streakscale
F	224	4	dmgdebug
F	228	4	targetnode
F	232	2	childfx
F	234	2	id
F	236	4	additem
S	polyinst	36	misc
F	0	2	nverts
F	2	2	hide
F	4	4	texidx
F	8	4	argb
F	12	2	zmod
F	14	2	dzmod
F	16	4	vertidx
F	20	4	verts
F	24	4	prev
F	28	4	next
F	32	4	header
S	atreeheader	56	misc
F	0	4	seq
F	4	4	animheader
F	8	4	oanimheader
F	12	4	nodeinfo
F	16	4	numnodes
F	20	4	numseqs
F	24	30	prefix
F	54	2	model
S	coltri	40	misc
F	0	2	miny
F	2	2	maxy
F	4	4	scale
F	8	12	norm
F	20	12	V1
F	32	2	v2x
F	34	2	v2z
F	36	2	v3x
F	38	2	v3z
S	GRIDROW	8	misc
F	0	2	first
F	2	2	last
F	4	4	offset
S	GRIDENTRY	4	misc
F	0	4	count_offset
S	__unnamed_3313	12	misc
F	0	8	container
F	0	12	trigger
F	0	12	enemyinfo
F	0	8	geninfo
F	0	8	exitinfo
F	0	8	transinfo
F	0	12	rotinfo
F	0	12	soundinfo
F	0	4	obsticleinfo
F	0	2	powerupinfo
F	0	4	trapinfo
S	iteminst	60	misc
F	0	2	index
F	2	1	minplayers
F	3	1	flags
F	4	2	ctriidx
F	6	2	nctris
F	8	16	desc
F	24	12	pos
F	36	12	pyr
F	48	12	params
S	locator	28	misc
F	0	1	type
F	1	1	delay
F	2	2	next
F	4	12	pos
F	16	12	pyr
S	powerupdata	20	misc
F	0	4	properties
F	4	4	value
F	8	4	duration
F	12	4	container
F	16	2	nograb
F	18	2	dummy
S	geninfo	8	misc
F	0	2	strength
F	2	2	ai
F	4	2	maxenemies
F	6	2	interval
S	crit_move	144	misc
F	0	4	type
F	4	4	flags
F	8	4	priority
F	12	2	seqidx
F	14	2	nodeidx
F	16	16	name
F	32	16	anim
F	48	16	colnode
F	64	4	actionframe
F	68	4	actionframe2
F	72	2	damageidx
F	74	2	damageidx2
F	76	4	delay
F	80	2	endframe
F	82	2	endframe2
F	84	2	nextidx
F	86	2	interrupt
F	88	2	movefx
F	90	2	fxframe
F	92	2	movefx2
F	94	2	fxframe2
F	96	32	vis
F	128	4	interval
F	132	4	speed
F	136	4	turn
F	140	4	holdtime
S	containerdata	20	misc
F	0	2	index
F	2	2	timer
F	4	4	yaw
F	8	4	attatch
F	12	4	contents
F	16	2	value
F	18	2	temp
S	gendata	20	misc
F	0	2	etype
F	2	1	numenemies
F	3	1	maxenemies
F	4	1	num_generated
F	5	1	tail
F	6	1	strength
F	7	1	ai
F	8	2	counter
F	10	1	flags
F	11	1	interval
F	12	4	genratio
F	16	4	ang
S	exitdata	8	misc
F	0	2	wave
F	2	2	__align0
F	4	4	onexit
S	transdata	12	misc
F	0	4	id
F	4	4	destid
F	8	4	dest
S	obsticledata	20	misc
F	0	2	subtype
F	2	2	strength
F	4	2	flash
F	6	2	timer
F	8	12	vel
S	trapdata	8	misc
F	0	4	damage
F	4	2	interval
S	AsynchBuf	16	misc
F	0	4	buf
F	4	4	state
F	8	4	loading
F	12	4	amt
S	PolyVert	32	misc
F	0	16	Pos
F	16	2	x
F	18	2	y
F	20	4	z
F	24	2	s
F	26	2	t
F	28	2	used
F	30	2	dummy
S	crit_colnode	80	misc
F	0	16	node
F	16	2	flags
F	18	2	destroyidx
F	20	2	nodeidx
F	22	2	zmod
F	24	4	maxdist
F	28	4	priority
F	32	12	offset
F	44	4	rad
F	48	16	flashnode
F	64	4	damagemul
F	68	4	maxdamage
F	72	4	dummy1
F	76	4	dummy2
S	polyheader	16	misc
F	0	4	polys
F	4	4	vertlist
F	8	4	maxverts
F	12	4	numverts
S	PSYS	304	misc
F	0	4	id
F	4	4	worldname
F	8	4	p_lst
F	12	4	init_dir_lst
F	16	4	init_pos_lst
F	20	4	dir_use_lst
F	24	4	pos_use_lst
F	28	2	dir_next
F	30	2	dir_last
F	32	2	pos_next
F	34	2	pos_last
F	36	4	next
F	40	4	node
F	44	2	flags
F	46	2	p_max
F	48	2	dir_max
F	50	2	pos_max
F	52	1	age_bits
F	53	1	dir_bits
F	54	1	pos_bits
F	55	1	e_phase
F	56	2	e_delay
F	58	2	e_life
F	60	2	e_fade
F	62	2	__align0
F	64	4	e_angle
F	68	12	e_dir
F	80	12	e_vol
F	92	4	texcnt
F	96	1	p_life
F	97	1	p_fade
F	98	2	__align1
F	112	4	p_oldest_ptr
F	116	4	p_newest_ptr
F	120	2	p_oldest_age
F	122	2	p_newest_age
F	124	4	p_save_cnt
F	128	2	p_nactive
F	130	2	e_isvis
F	132	4	p_speed
F	136	4	p_texidx
F	140	4	p_tex
F	144	4	e_last_time
F	148	4	e_age
F	152	4	p_gravity
F	156	4	p_drag
F	160	4	nearest_z
F	164	4	max_dist
F	168	4	max_width
F	172	4	vol_radius
F	176	12	pos_start
F	188	12	pos_far
F	200	4	distsq
F	204	4	e_rate_rand
F	208	16	e_rate
F	224	80	p_parms
S	WADentry	16	misc
F	0	4	tag
F	4	4	address
F	8	4	length
F	12	4	pad
S	TIMERDESCFYB	28	misc
F	0	16	name
F	16	4	level
F	20	4	color
F	24	4	precision
S	JoyButtonStatus	2	misc
F	0	1	flags
F	1	1	value
S	P_SAVE_ATTS	24	misc
F	0	4	exp
F	4	4	health
F	8	4	fight_add
F	12	4	armor_add
F	16	4	magic_add
F	20	4	speed_add
S	P_SAVE_STATS	28	misc
F	0	4	enemies_killed
F	4	4	generals_killed
F	8	4	golems_killed
F	12	4	bosses_killed
F	16	4	generators_destroyed
F	20	4	gold_found
F	24	4	total_playtime
S	P_SAVE_STUFF	596	misc
F	0	2	potions
F	2	2	keys
F	4	2	shards
F	6	2	runes
F	8	2	legend_items
F	10	2	npowerups
F	12	2	rune_attempt1
F	14	2	rune_attempt2
F	16	2	legend_attempt1
F	18	2	legend_attempt2
F	20	2	boss_attempt1
F	22	2	boss_attempt2
F	24	6	garg_items
F	30	16	crystals
F	46	2	__align0
F	48	4	gold
F	52	512	powerups
F	564	32	powerup_states
S	MISSILETREEINFO	8	misc
F	0	4	throwheader
F	4	4	throw_mbflags
S	EFFECTHEADER	12	misc
F	0	4	atree
F	4	4	zmod
F	8	4	alpha
S	LOOKOUT	108	misc
F	0	104	objgrp
F	104	2	next
F	106	2	param
S	TRANSMITTER	40	misc
F	0	1	attract
F	1	1	delay
F	2	2	active
F	4	16	pos
F	20	16	pyr
F	36	4	node
S	triggerinfo	12	misc
F	0	2	targetwobjidx
F	2	2	flags
F	4	1	rad
F	5	1	soundid
F	6	1	id
F	7	1	nextid
F	8	2	starty
F	10	2	endy
S	exitinfo	8	misc
F	0	4	next
F	4	4	desc
S	transinfo	8	misc
F	0	4	id
F	4	4	destid
S	rotinfo	12	misc
F	0	4	targetwobjidx
F	4	4	speed
F	8	4	delta
S	obsticle	4	misc
F	0	2	subtype
F	2	2	strength
S	powerup	2	misc
F	0	2	value
S	trapinfo	4	misc
F	0	2	damage
F	2	2	interval
S	WORLDHEADER	120	misc
F	0	4	nwobjs
F	4	4	wobjoffset
F	8	4	nctris
F	12	4	ctrioffset
F	16	4	ngridentries
F	20	4	gridentryoffset
F	24	4	ngridlistvals
F	28	4	gridlistoffset
F	32	4	gridrowoffset
F	36	12	worldmin
F	48	12	worldmax
F	60	4	gridsize
F	64	4	gridnumx
F	68	4	gridnumz
F	72	4	niteminfos
F	76	4	iteminfooffset
F	80	4	niteminsts
F	84	4	iteminstoffset
F	88	4	nlocators
F	92	4	locatoroffset
F	96	4	worldformat
F	100	4	animheaderoffset
F	104	4	nworldanims
F	108	4	worldanimoffset
F	112	4	nworldpsys
F	116	4	worldpsysoffset
S	crit_desc	48	misc
F	0	16	name
F	16	16	prefix
F	32	2	etype
F	34	2	model
F	36	2	loaded
F	38	2	didcount
F	40	4	atreelist
F	44	4	dummy1
S	__unnamed_3384	8	misc
F	0	4	lo
F	4	4	hi
S	crit_header	80	misc
F	0	4	initialized
F	4	12	wad
F	16	4	ncrittypes
F	20	4	crittypes
F	24	4	ncritdesc
F	28	4	critdesc
F	32	4	naddanim
F	36	4	addanim
F	40	4	nmoves
F	44	4	moves
F	48	4	npatterns
F	52	4	patterns
F	56	4	ncolnodes
F	60	4	colnodes
F	64	4	ndamage
F	68	4	damage
F	72	4	nsfx
F	76	4	sfx
S	crit_type	320	misc
F	0	16	suffix
F	16	16	rootnode
F	32	16	headnode
F	48	16	eyenode
F	64	16	noskinfxnode
F	80	2	descidx
F	82	2	subtype
F	84	1	level
F	85	1	ai
F	86	2	headidx
F	88	2	eyeidx
F	90	2	noskinfxidx
F	92	4	flags
F	96	4	maxheadyaw
F	100	4	maxeyeyaw
F	104	4	maxheadpitch
F	108	4	maxeyepitch
F	112	4	initheadpitch
F	116	4	initeyepitch
F	120	4	hht
F	124	4	rad
F	128	32	vis
F	160	12	movecenter
F	172	4	moverad
F	176	4	y_offset
F	180	4	y_attn
F	184	4	fight
F	188	4	armor
F	192	12	coll
F	204	4	maxyaw
F	208	12	keydest
F	220	4	coinarc
F	224	4	resist
F	228	4	health
F	232	4	base_exp
F	236	4	activedist
F	240	4	tgtdamage
F	244	2	hit1fxidx
F	246	2	hit2fxidx
F	248	2	meternpieces
F	250	2	meterwidth
F	252	2	meterbordl
F	254	2	meterbordr
F	256	12	meterdelta
F	268	4	dummy1
F	272	2	nmoves
F	274	2	moveidx
F	276	2	npatterns
F	278	2	patternidx
F	280	2	ncolnodes
F	282	2	colnodeidx
F	284	2	childtype
F	286	2	parenttype
F	288	4	desc
F	292	4	moves
F	296	4	patterns
F	300	4	colnodes
F	304	4	header
F	308	4	addanim
F	312	4	atreehdr
F	316	4	dummy2
S	crit_damage	80	misc
F	0	2	type
F	2	2	flags
F	4	4	dmgtype
F	8	4	hitrad
F	12	4	radius
F	16	4	minrad
F	20	4	angle
F	24	4	arc
F	28	4	pitch
F	32	12	offset
F	44	4	amount
F	48	4	speed_min
F	52	4	speed_max
F	56	4	weight
F	60	4	duration
F	64	2	fxidx
F	66	2	hitfxidx
F	68	2	loopfxidx
F	70	2	endfxidx
F	72	4	dyaw
F	76	4	dummy2
S	PSYSPRESETDEF	8	misc
F	0	4	id
F	4	4	name
S	__unnamed_3390	16	misc
F	0	4	received
F	4	4	received_time
F	8	4	dealt
F	12	4	dealt_time
S	crit_inst	2784	misc
F	0	2	index
F	2	2	id
F	4	4	type
F	8	4	state
F	12	104	objgrp
F	116	72	atree
F	188	4	addaniminst
F	192	4	root
F	196	4	shadow
F	200	4	headnode
F	204	4	eyenode
F	208	4	movenode
F	212	4	dmgdbgnode
F	216	4	coldbgnode
F	220	4	noskinfxnode
F	224	24	skinfx
F	248	4	inityaw
F	252	4	curyaw
F	256	4	headyaw
F	260	4	eyeyaw
F	264	4	headpitch
F	268	4	eyepitch
F	272	4	difficulty
F	276	4	invdifficulty
F	280	2	move
F	282	2	dmove
F	284	2	pattern
F	286	2	dpattern
F	288	2	patidx
F	290	2	didtrans
F	292	2	tgtpidx
F	294	2	dtgtpidx
F	296	2	grabpidx
F	298	2	ntargets
F	300	144	targets
F	444	64	playerDamage
F	508	16	tgtpos
F	524	2	didaction
